name,rel,customer,newCol1,newCol2,status,orderType,config,platform,accType,testedBy,submissionReason,reqDate,submissionDate,startDate,endDate,rolloverDate,rolloverDays,rolloverDaysH,waitingDays,waitingDaysH,testingDays,testingDaysH,reportNo,releaseDate,reviewedBy,codeCompare,newFW,tBugs,is_delete,user_id,date,__v
CBO017.00,2,Adani,APDCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,SR,bug fixed,2024-03-12,2024-05-17,2024-05-20,2024-05-20,,-45432,,4,2.0,1.0,1.0,,,SS,,,,False,,,0
CBO021.01,0,Intellismart,MGVCL,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VN,modification for Quectel EC200U module ,2024-05-17,2024-05-17,2024-05-20,2024-05-20,,-45432,,4,2.0,1.0,1.0,,,,,,,False,,,0
nLo035.05,5,Adani,MSEDCL,,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VK,bug fixed,2024-04-17,2024-05-17,2024-05-20,2024-05-20,,-45432,,4,2.0,1.0,1.0,QER-109096,2024-05-22,SAN,,,,False,,,0
CBO015.00 ,5,Adani,MSEDCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,ABK,bug fixed,2024-02-26,2024-05-20,2024-05-20,2024-05-20,,-45432,,1,0.0,1.0,3.0,,,AVM,,,,False,,,0
NHO051.05,5,Adani ,APDCL,,Released,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,VK,Conversion from D4 to D3,2024-05-20,2024-05-20,2024-05-21,2024-05-22,,-45434,,2,2.0,2.0,2.0,QER-109087(2),2024-05-24,AVM,,,,False,,,0
RH50.01,0,Techno,MPPKVVCL Indore,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,AM,Field issue corrected,2024-05-20,2024-05-20,2024-05-21,2024-05-21,2024-05-23,2,1.0,2,1.0,1.0,1.0,QER-109053(1),2024-05-24,DK,,,,False,,,0
CBO014.01,2,Techno,MPPKVVCL Indore ,,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AM,bug fixed,2024-02-06,2024-05-20,2024-05-21,,,0,,2,1.0,-45432.0,,,,,,,,False,,,0
CAO013.01,3,Techno,MPPKVVCL Indore,,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,VN,bug fixed,2024-02-19,2024-05-20,2024-05-21,,,0,,2,1.0,-45432.0,,,,,,,,False,,,0
CBO018.00,5,Adani,NBPDCL ,,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,,bug fixed,2024-03-15,2024-05-20,2024-05-21,,,0,,2,1.0,-45432.0,,,,,yes,,,False,,,0
RH35.00,2,Adani,EEPL,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,VN,bug fixed,2024-02-19,2024-05-21,2024-05-23,2024-05-24,,-45436,,3,2.0,2.0,2.0,QER-109101(1),2024-05-27,,,,,False,,,0
RH61.00,0,GMR,PuVVNL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,VN,RH43.00 FW modified ,2024-05-21,2024-05-21,2024-05-22,2024-05-22,,-45434,,2,1.0,1.0,1.0,QER-109100,2024-05-22,AM,,,,False,,,0
5HD2N.70,3,TANGEDCO,TANGEDCO,,Released,DLMS Order,3P4W 63.5V 1-2A Cl 0.2Cl ,N2AVE,TVM HT 0.2,DK,CR changes,2024-03-13,2024-05-21,2024-05-22,2024-05-24,2024-05-27,3,2.0,2,1.0,3.0,2.0,QER-109108,2024-05-27,AVM,,,,False,,,0
nLo034.04,4,Adani,UPCL ,,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,San,Bug fixed,2024-04-05,2024-05-21,2024-05-21,2024-05-22,,-45434,,1,0.0,2.0,2.0,109111,2024-05-29,VK,,,,False,,,0
nLo033.04,4,Adani,UPCL ,4G+DI,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,SR,bug fixed,2024-04-05,2024-05-21,2024-05-21,2024-05-22,,-45434,,1,0.0,2.0,2.0,109099,2024-05-29,AVM,,,,False,,,0
nLo025.07,7,Adani,APDCL,,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BHR,Bug fixed,2024-04-25,2024-05-21,2024-05-21,2024-05-22,,-45434,,1,0.0,2.0,2.0,QER-109106,2024-05-27,AVM,,,,False,,,0
nLo030.15,15,Techno,MPPKVVCL Indore ,(w/o DI),Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BCP,code compare,2024-01-04,2024-05-22,2024-05-23,2024-05-23,,-45435,,2,0.0,1.0,0.5,109116,2024-06-06,VK,yes,,,False,,,0
nLo037.06,6,Adani,NBPDCL ,,Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,BHR,bug fixed,2024-05-21,2024-05-22,2024-05-23,2024-05-24,,-45436,,2,1.0,2.0,2.0,QER 109076(1),2024-05-27,,,,,False,,,0
CBO014.01,2,Techno,MPPKVVCL Indore ,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VK,code compare,2024-02-06,2024-05-22,2024-05-30,2024-05-30,,-45442,,9,4.0,1.0,0.5,QER-109118,2024-06-05,SAN,yes,,,False,,,0
CBO015.00 ,6,Adani,MSEDCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,VK,code compare,2024-02-26,2024-05-22,2024-05-27,2024-05-27,,-45439,,6,3.0,1.0,0.5,QER-109110,2024-05-28,,yes,,,False,,,0
CBO018.00,6,Adani,NBPDCL ,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,bug fixed,2024-03-15,2024-05-22,2024-05-22,2024-05-23,,-45435,,1,0.0,2.0,2.0,109104,2024-05-27,VK,,,,False,,,0
CAO013.01,4,Techno,MPPKVVCL Indore,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,BCP,bug fixed,2024-02-19,2024-05-22,2024-05-30,2024-05-30,,-45442,,9,5.0,1.0,1.0,QER-109119,2024-06-05,SS,,,,False,,,0
HHo008.00,0,Adani,MSEDCL,,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,VK,New firmware,2024-05-22,2024-05-22,2024-06-04,2024-06-06,2024-06-07,1,1.0,14,8.0,3.0,3.0,,,,,yes,,False,,,0
CAO01700,4,GMR,DVVNL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,San,bug fixed,2024-04-08,2024-05-22,2024-05-23,2024-05-24,,-45436,,2,1.0,2.0,2.0,,,,,,,False,,,0
RH53.00,1,TPCL,TPCL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,AVM,bug fixed,2024-04-12,2024-05-23,2024-06-12,2024-06-13,,-45456,,21,12.0,2.0,2.0,,,,,,,False,,,0
RH44.00,1,Intellismart,PVVNL,4GQuectel,Released,DLMS Order,"1Ph 4G 10-60A , Cl.1.0",CYGNUS,SMART,AM,bug fixed,2024-05-07,2024-05-23,2024-05-23,2024-05-24,2024-05-25,1,1.0,1,0.0,2.0,2.0,QER-109117,2024-06-03,BCP,,,,False,,,0
nLo035.06,6,Adani,MSEDCL,,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BHR,CR change,2024-04-17,2024-05-23,2024-05-23,2024-05-24,,-45436,,1,0.0,2.0,2.0,QER-109096(1),2024-05-24,VN,,,,False,,,0
nHo055.01,1,Iskraemeco ,UGVCL,,Exp Next Itr,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,BCP,bug fixed,2024-05-10,2024-05-23,2024-05-23,2024-05-27,2024-05-31,4,2.0,1,0.0,5.0,3.0,,,SAN,,,,False,,,0
nLo031.15,15,Techno,MPPKVVCL Indore ,DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,bug fixed,2024-01-04,2024-05-23,2024-05-23,2024-05-24,,-45436,,1,0.0,2.0,1.0,,,,,,,False,,,0
CBO023.00,3,Adani,UPCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,San,bug fixed,2024-05-10,2024-05-23,2024-05-28,2024-05-30,,-45442,,6,3.0,3.0,3.0,,,,,,,False,,,0
CBO017.00,2,Adani,APDCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,SS,bug fixed,2024-03-12,2024-05-23,2024-05-28,2024-05-30,,-45442,,6,3.0,3.0,3.0,,,,,,,False,,,0
COC56.00 ,1,CESC,KEDL  ,,Completed,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,AM,New firmware,2024-05-23,2024-05-23,2024-06-07,2024-06-11,2024-06-13,2,2.0,16,10.0,5.0,3.0,,,AVM,,yes,,False,,,0
COT64.02,0,TPL,Ahmedabad,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,DK,Checklist Implementation ,2024-03-24,2024-05-24,2024-06-12,2024-06-12,2024-06-13,1,1.0,20,18.0,1.0,1.0,QER 109136,2024-06-14,VN,,,,False,,,0
RH58.00,1,Adani,UPCL ,Quectel,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,VN,bug fixed,2024-05-13,2024-05-24,2024-05-28,2024-05-31,2024-06-03,3,2.0,5,2.0,4.0,4.0,,,AVM,,,,False,,,0
CAO01700,5,GMR,DVVNL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,San,bug fixed,2024-04-08,2024-05-24,2024-05-24,2024-05-24,,-45436,,1,0.0,1.0,1.0,QER-109105,2024-05-27,BHR,,,,False,,,0
RH06.02,1,JKPDD ,JKPDD ,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,VN,bug fixed,2024-05-13,2024-05-24,2024-05-27,2024-05-27,2024-05-29,2,2.0,4,2.0,1.0,1.0,108842(2),2024-05-29,DK,,,,False,,,0
RH47.00,2,Adani,APEPDCL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,AVM,bug fixed,2024-04-01,2024-05-24,2024-06-04,2024-06-07,,-45450,,12,2.0,4.0,4.0,,,,,,,False,,,0
nLo031.16,16,Techno,MPPKVVCL Indore ,DI,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,bug fixed,2024-01-04,2024-05-24,2024-05-24,2024-05-27,,-45439,,1,0.0,4.0,2.0,QER-109092(1),2024-05-27,BCP,,,,False,,,0
HHo002.12,12,Techno,MPPKVVCL Indore ,,Released,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,BCP,bug fixed,2024-05-24,2024-05-24,2024-05-24,2024-05-24,,-45436,,1,0.0,0.5,1.0,109091(1),2024-05-27,,,,,False,,,0
RH56.02,0,Adani,NBPDCL ,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,ABK,code compare,2024-04-29,2024-05-24,2024-05-27,2024-05-27,,-45439,,4,1.0,1.0,1.0,QER-109063(2),2024-05-27,,yes,,,False,,,0
CBO019.00,2,Adani,APEPDCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,New firmware,2024-03-15,2024-05-24,2024-05-27,2024-05-31,2024-06-04,4,2.0,4,2.0,5.0,5.0,,,VK,,yes,,False,,,0
RH46.02,0,Adani,APDCL,,Released,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,NB,code compare,2024-04-22,2024-05-24,2024-05-27,2024-05-27,,-45439,,4,2.0,1.0,1.0,QER-109051(3),2024-05-27,,yes,,,False,,,0
HHo007.00,0,Adani,MSEDCL,,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,BHR,Firmware HHO004.03 modified ,2024-05-24,2024-05-24,2024-05-28,2024-05-31,2024-06-06,6,3.0,5,3.0,4.0,4.0,,,,,,,False,,,0
HHo009.00,0,Adani,MSEDCL,w/o DI,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,,New firmware,2024-05-24,2024-05-24,,,,0,,-45435,,1.0,,,,,,yes,,False,,,0
COT71.01,1,TPL,Bhiwandi,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,BCP,CTT changes 4.3,2024-05-24,2024-05-24,2024-05-27,2024-05-27,,-45439,,4,2.0,1.0,1.0,108782(1),2024-05-28,VN,,,,False,,,0
CAO01800,0,GMR,PuVVNL ,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,San,code compare,2024-05-24,2024-05-24,2024-05-24,2024-05-24,,-45436,,1,0.0,1.0,1.0,QER-109104,2024-05-27,,yes,,,False,,,0
RH48.01,0,Adani,MSEDCL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,VN,code compare,2024-05-24,2024-05-24,2024-05-27,2024-05-27,,-45439,,4,2.0,1.0,1.0,QER-109084(1),2024-05-27,,yes,,,False,,,0
RF14.01,0,TPSODL,TPSODL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",SFF,ENM,DK,cr changes,2024-05-27,2024-05-27,2024-05-28,2024-05-29,2024-05-31,2,2.0,2,1.0,2.0,2.0,QER-108949(1),2024-05-31,BCP,,,,False,,,0
HHo004.04,4,Adani,MSEDCL,,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,AM,bug fixed,2024-04-15,2024-05-27,2024-05-28,2024-05-29,,-45441,,2,1.0,2.0,2.0,,,AVM,,,,False,,,0
nLo061.00,0,GMR,DVVNL,,Exp Next Itr,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,AVM,New firmware,2024-05-27,2024-05-27,2024-06-14,2024-06-19,2024-06-25,6,3.0,19,13.0,6.0,4.0,,,BHR,,yes,,False,,,0
CBO021.01,1,Intellismart,MGVCL,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AM,code compare,2024-05-17,2024-05-28,2024-05-28,2024-05-28,,-45440,,1,0.0,1.0,0.5,109089(1),2024-05-28,,yes,,,False,,,0
CBO016.01,0,NCC,NBPDCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AM,code compare,2024-05-28,2024-05-28,2024-05-28,2024-05-28,,-45440,,1,0.0,1.0,0.5,109067(2),2024-05-28,,yes,,,False,,,0
nLo059.03,3,Adani,MSEDCL,w/o DI,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,AM,New firmware,2024-05-29,2024-05-29,2024-05-31,2024-06-05,2024-06-06,1,1.0,3,1.0,6.0,4.0,QER-109127,2024-06-10,SAN,,yes,,False,,,0
CAO01600,2,Adani,AEML,Nbiot,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,SS,bug fixed,2024-03-04,2024-05-30,2024-05-31,2024-06-05,2024-06-06,1,1.0,2,1.0,6.0,4.0,,,,,,,False,,,0
CBO012.00,4,Intellismart,DGVCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VK,code compare,2024-05-30,2024-05-30,2024-05-30,2024-05-30,,-45442,,1,0.0,1.0,0.5,QER-109002(2),2024-06-04,,yes,,,False,,,0
CBO023.00,4,Adani,UPCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,bug fixed,2024-05-10,2024-05-30,2024-05-31,2024-05-31,2024-06-04,4,2.0,2,1.0,1.0,1.0,,,SS,,,,False,,,0
CON13.00,0,ESP,ESP,,Subs Itr rel,DLMS Order, 3P 4W- SFF-LT 5-10A,SFF,TVM LT 0.5,DK,platform conversion (kwh meter),2024-05-30,2024-05-30,2024-06-06,2024-06-06,,-45449,,8,4.0,1.0,1.0,,,,,,,False,,,0
COP17.00,1,ESP,ESP,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,DK,platform conversion (kwh meter),2024-05-30,2024-05-30,2024-06-06,2024-06-06,,-45449,,8,4.0,1.0,1.0,,,,,,,False,,,0
COP16.00,1,ESP,ESP,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,DK,platform conversion (kwh meter),2024-05-30,2024-05-30,2024-06-06,2024-06-06,,-45449,,8,4.0,1.0,1.0,QER-109154,2024-07-01,,,,,False,,,0
COT73.01,0,TPL,Ahmedabad,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,ABK,CTT changes 4.3,2024-05-30,2024-05-30,2024-05-31,2024-05-31,2024-06-03,3,1.0,2,0.0,1.0,1.0,QER-109132,2024-06-13,DK,,,,False,,,0
COT70.02,0,TPL,Surat,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,DK,Display and CTT changes,2024-05-31,2024-05-31,2024-06-05,2024-06-05,2024-06-06,1,1.0,6,3.0,1.0,1.0,108757(2),2024-06-07,BCP,,,,False,,,0
nLo041.07,7,Iskraemeco ,UGVCL,(consumer with DI without 200/5 ratio),Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,VN,bug fixed,2024-03-19,2024-05-31,2024-06-03,2024-06-03,2024-06-05,2,2.0,4,1.0,1.0,1.0,,,SAN,,,,False,,,0
CBO016.02,0,NCC,NBPDCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,Firmware modified for Quectel module,2024-05-31,2024-05-31,2024-06-04,2024-06-04,,-45447,,5,2.0,1.0,1.0,,,,,,,False,,,0
nHo039.12,12,Adani ,NBPDCL,,Released,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,VK,code compare,2024-05-31,2024-05-31,2024-05-31,2024-05-31,,-45443,,1,0.0,1.0,0.5,QER-109069(1),2024-05-31,,,,,False,,,0
CBO024.00,0,Intellismart,APDCL,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,New firmware,2024-05-31,2024-05-31,2024-06-06,2024-06-08,2024-06-10,2,2.0,7,3.0,3.0,3.0,,,VK,,yes,,False,,,0
CBO017.00,3,Adani,APDCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,bug fixed,2024-03-12,2024-05-31,2024-06-03,2024-06-04,,-45447,,4,2.0,2.0,2.0,QER-109129,2024-06-11,AM,,,,False,,,0
nLo044.00,0,TPCL,TPCL,4G,Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,BHR,New firmware,2024-06-01,2024-06-01,2024-06-03,2024-06-06,,-45449,,3,1.0,4.0,4.0,,,,,yes,,False,,,0
HHo004.05,5,Adani,MSEDCL,,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,BCP,bug fixed,2024-04-15,2024-06-01,2024-06-03,2024-06-03,,-45446,,3,1.0,1.0,1.0,,,BHR,yes,,,False,,,0
CBO020.00,1,Intellismart,DGVCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VN,bug fixed,2024-03-15,2024-06-01,2024-06-06,2024-06-10,2024-06-11,1,1.0,6,3.0,5.0,3.0,QER-109143,2024-06-21,BCP,,,,False,,,0
nLo057.00,0,Adani,APEPDCL,4G,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VK,New firmware,2024-06-04,2024-06-04,2024-06-10,2024-06-14,2024-06-18,4,2.0,7,3.0,5.0,5.0,,,,,yes,,False,,,0
CBO016.02,1,NCC,NBPDCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,Bug fixed,2024-05-31,2024-06-05,2024-06-05,2024-06-05,,-45448,,1,0.0,1.0,1.0,109067(3),2024-06-06,DK,,,,False,,,0
nLo047.01,1,Montecarlo ,MSEDCL,"4G, DI",Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,San,New firmware,2024-06-05,2024-06-05,2024-06-06,2024-06-13,2024-06-14,1,1.0,2,1.0,8.0,6.0,,,SR,,yes,,False,,,0
nLo048.01,1,Montecarlo ,MSEDCL,"4G, w/o DI",Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Firmware nLo047.01 modified for Cr changes,2024-06-05,2024-06-05,,,,0,,-45447,,1.0,,,,,,,,False,,,0
CBO019.00,3,Adani,APEPDCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BHR,Bug fixed,2024-03-15,2024-06-06,2024-06-07,2024-06-11,,-45454,,2,1.0,5.0,3.0,,,,,,,False,,,0
RH59.00,2,Intellismart,APDCL,,Released,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,SR,Bug fixed,2024-05-16,2024-06-06,2024-06-07,2024-06-07,2024-06-08,1,1.0,2,0.0,1.0,1.0,QER-109126,2024-06-10,AVM,,,,False,,,0
COT62.01,0,TPL,Surat,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,DK,CR changes,2024-06-06,2024-06-06,2024-06-12,2024-06-12,,-45455,,7,4.0,1.0,1.0,,,,,,,False,,,0
HHo004.06,6,Adani,MSEDCL,,Released,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,DK,bug fixed,2024-04-15,2024-06-07,2024-06-07,2024-06-07,,-45450,,1,0.0,1.0,1.0,109124,2024-06-07,,,,,False,,,0
CBO023.00,5,Adani,UPCL ,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,DK,bug fixed,2024-05-10,2024-06-07,2024-06-10,2024-06-10,,-45453,,4,2.0,1.0,1.0,109128,2024-06-11,BHR,,,,False,,,0
nLo044.01,1,TPCL,TPCL,4G,Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,SS,bug fixed,2024-06-01,2024-06-10,2024-06-10,2024-06-12,,-45455,,1,1.0,3.0,3.0,,,,,,,False,,,0
CBO024.00,0,Intellismart,APDCL,4G,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,bug fixed,2024-05-31,2024-06-10,2024-06-10,,,0,,1,0.0,-45452.0,,,,,,,,False,,,0
nLo033.05,5,Adani,UPCL ,4G+DI,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,CR changes,2024-06-10,2024-06-10,2024-06-10,2024-06-10,,-45453,,1,0.0,1.0,1.0,109099(1)            ,2024-06-11,DK,,,,False,,,0
nLo034.05,5,Adani,UPCL ,4G,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,CR changes,2024-06-10,2024-06-10,2024-06-11,2024-06-11,,-45454,,2,1.0,1.0,1.0,109111(1),2024-06-11,,,,,False,,,0
nLo041.08,8,Iskraemeco ,UGVCL,(consumer with DI without 200/5 ratio),Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,DK,bug fixed,2024-03-19,2024-06-10,2024-06-11,2024-06-11,,-45454,,2,1.0,1.0,1.0,QER 109134,2024-06-14,SAN,,,,False,,,0
CBO024.00,1,Intellismart,APDCL,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,bug fixed,2024-05-31,2024-06-10,2024-06-11,2024-06-11,,-45454,,2,0.0,1.0,1.0,109130,2024-06-11,SAN,,,,False,,,0
HHo007.01,1,Adani,MSEDCL,,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,SR,bug fixed,2024-05-24,2024-06-10,2024-06-12,2024-06-13,,-45456,,3,2.0,2.0,2.0,,,,,,,False,,,0
HHo008.01,1,Adani,MSEDCL,,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,DK,bug fixed,2024-05-22,2024-06-10,2024-06-13,,,0,,4,2.0,-45455.0,,,,,,,,False,,,0
HHo009.01,1,Adani,MSEDCL,w/o DI,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,SS,bug fixed,2024-05-24,2024-06-10,2024-06-13,,,0,,4,3.0,-45455.0,,,,,,,,False,,,0
nHo055.02,2,Iskraemeco ,UGVCL,,Exp Next Itr,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,BHR,bug fixed,2024-05-10,2024-06-11,2024-06-11,2024-06-13,,-45456,,1,0.0,3.0,3.0,,,,,,,False,,,0
CBO019.00,4,Adani,APEPDCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,Bug fixed,2024-03-15,2024-06-11,2024-06-12,2024-06-12,,-45455,,2,1.0,1.0,1.0,,,,,,,False,,,0
RH44.00,2,Intellismart,PVVNL,4GQuectel,Released,DLMS Order,"1Ph 4G 10-60A , Cl.1.0",CYGNUS,SMART,VN,CR chnages,2024-05-07,2024-06-11,2024-06-12,2024-06-12,,-45455,,2,1.0,1.0,1.0,109117(1),2024-06-13,BCP,,,,False,,,0
CBO017.01,0,Adani,APDCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,Bug fixed(code compare),2024-06-12,2024-06-12,2024-06-12,2024-06-12,,-45455,,1,0.0,1.0,0.5,109129(1) ,2024-06-12,,yes,,,False,,,0
COC57.00 ,0,WBSEDCL,WBSEDCL ,sampark,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,BHR,New firmware,2024-06-12,2024-06-12,2024-06-26,2024-06-28,2024-07-05,7,3.0,15,8.0,3.0,3.0,,,VK,,yes,,False,,,0
RH47.00,3,Adani,APEPDCL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,VN,bug fixed,2024-04-01,2024-06-12,2024-06-13,2024-06-14,,-45457,,2,1.0,2.0,2.0,,,,,,,False,,,0
CBO023.01,0,Adani,UPCL ,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,DK,CR changes(sr. no.  format),2024-06-12,2024-06-12,2024-06-13,2024-06-13,,-45456,,2,1.0,1.0,0.5,109128(1),2024-06-13,,,,,False,,,0
HHo007.02,2,Adani,MSEDCL,,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,SR,bug fixed(code compare),2024-05-24,2024-06-14,2024-06-14,2024-06-14,,-45457,,1,0.0,1.0,1.0,,,,yes,,,False,,,0
HHo008.02,2,Adani,MSEDCL,,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,DK,bug fixed,2024-05-22,2024-06-14,2024-06-14,2024-06-17,,-45460,,1,0.0,4.0,2.0,,,AVM,,,,False,,,0
